assetType,assetMainType,cusip,symbol,description,bidPrice,bidSize,bidId,askPrice,askSize,askId,lastPrice,lastSize,lastId,openPrice,highPrice,lowPrice,bidTick,closePrice,netChange,totalVolume,quoteTimeInLong,tradeTimeInLong,mark,exchange,exchangeName,marginable,shortable,volatility,digits,52WkHigh,52WkLow,nAV,peRatio,divAmount,divYield,divDate,securityStatus,regularMarketLastPrice,regularMarketLastSize,regularMarketNetChange,regularMarketTradeTimeInLong,netPercentChangeInDouble,markChangeInDouble,markPercentChangeInDouble,regularMarketPercentChangeInDouble,delayed
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",174.3,100,Q,174.5,700,Q,174.4998,0,Q,0.0,0.0,0.0, ,175.19,-0.6902,91493,1586783690966,1586783698801,174.5,q,NASD,True,True,0.1091,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,175.19,11658,0.0,1586462400329,-0.394,-0.69,-0.3939,0.0,True
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",174.05,100,P,174.5,100,P,174.05,0,Q,0.0,0.0,0.0, ,175.19,-1.14,95418,1586783948141,1586783996170,174.5,q,NASD,True,True,0.1105,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,175.19,11658,0.0,1586462400329,-0.6507,-0.69,-0.3939,0.0,True
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",173.85,100,K,174.36,100,Q,174.0,0,Q,0.0,0.0,0.0, ,175.19,-1.19,98935,1586784297968,1586784299451,174.36,q,NASD,True,True,0.1097,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,175.19,11658,0.0,1586462400329,-0.6793,-0.83,-0.4738,0.0,True
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",173.64,100,B,173.79,200,Z,173.76,100,Z,173.67,173.7729,173.64, ,175.19,-1.43,315648,1586784601661,1586784601640,173.76,q,NASD,True,True,0.1092,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,173.76,1,-1.43,1586784601640,-0.8163,-1.43,-0.8163,-0.8163,True
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",173.94,100,Q,174.0,100,Q,173.9446,100,D,173.67,174.19,173.11, ,175.19,-1.2454,892678,1586784901615,1586784901613,173.9446,q,NASD,True,True,0.0797,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,173.9446,1,-1.2454,1586784901613,-0.7109,-1.2454,-0.7109,-0.7109,True
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",173.63,200,Z,173.73,400,Z,173.68,200,D,173.67,174.44,173.11, ,175.19,-1.51,1266902,1586785202663,1586785202663,173.68,q,NASD,True,True,0.0645,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,173.68,2,-1.51,1586785202663,-0.8619,-1.51,-0.8619,-0.8619,True
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",172.37,100,Z,172.44,300,Z,172.4,100,J,173.67,174.44,171.82, ,175.19,-2.79,1767874,1586785502824,1586785502417,172.4,q,NASD,True,True,0.0556,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,172.4,1,-2.79,1586785502417,-1.5926,-2.79,-1.5926,-1.5926,True
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",171.76,100,Q,171.81,200,Z,171.81,100,Q,173.67,174.44,171.44, ,175.19,-3.38,2221206,1586785801838,1586785801316,171.81,q,NASD,True,True,0.0518,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,171.81,1,-3.38,1586785801316,-1.9293,-3.38,-1.9293,-1.9293,True
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",172.39,100,Z,172.47,200,Z,172.45,100,Z,173.67,174.44,171.44, ,175.19,-2.74,2389578,1586786101563,1586786100913,172.45,q,NASD,True,True,0.05,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,172.45,1,-2.74,1586786100913,-1.564,-2.74,-1.564,-1.564,True
EQUITY,EQUITY,30303M102,FB,"Facebook, Inc. - Class A Common Stock",172.54,200,Z,172.6,600,Q,172.5799,100,D,173.67,174.44,171.44, ,175.19,-2.6101,2817125,1586786401999,1586786401566,172.5799,q,NASD,True,True,0.0467,4,224.2,137.1006,0.0,28.782,0.0,0.0,,Normal,172.5799,1,-2.6101,1586786401566,-1.4899,-2.6101,-1.4899,-1.4899,True
