Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
AAPL,131.01,1.2363805,1.6,Buy,97664898,2227405818000,39.61368924,3.2994,147000,Electronic Technology
MSFT,217.9,0.09646745,0.21,Sell,23822953,1647432950000,35.11695435,6.257,163000,Technology Services
AMZN,3218.51,1.00042992,31.88,Buy,2655548,1614890611010,93.32093595,34.8018,798000,Retail Trade
GOOG,1740.92,0.73369439,12.68,Sell,1145347,1177603551920,34.51027377,52.2107,118899,Technology Services
GOOGL,1740.05,0.80642825,13.92,Sell,1017962,1177015061300,34.46814034,52.2107,118899,Technology Services
FB,270.97,0.7548152,2.03,Sell,9871557,771802146057,30.62609607,8.8651,44942,Technology Services
TSLA,735.11,0.7317374,5.34,Buy,32245165,696811504110,1458.37330136,0.5662,48016,Consumer Durables
BABA,240.4,5.50800966,12.55,Sell,35823827,616479000000,33.00308521,7.0185,117600,Retail Trade
TSM,112.77,0.95792301,1.07,Buy,10583572,579285000000,35.28891416,3.1653,51297,Electronic Technology
BRK.A,341820,-0.49632487,-1705,Buy,319,534316160880,15.22447261,22564,391500,Finance
BRK.B,227.47,-0.42897789,-0.98,Buy,5531573,533354823220,15.18676833,15.0427,391500,Finance
V,214.54,-1.47869214,-3.22,Strong Buy,6869718,501439868387,45.73348735,4.8922,20500,Finance
JNJ,158.34,1.17571885,1.84,Strong Buy,9602290,416836383600,24.59106551,6.4512,132200,Health Technology
WMT,145.75,-0.5323142,-0.78,Buy,8832653,412369017500,21.15284675,6.9688,2200000,Retail Trade
JPM,125.65,-0.17478351,-0.22,Buy,13731206,383006330000,16.42696805,7.6769,256981,Finance
MA,347.42,-1.15792768,-4.07,Strong Buy,2990661,346351650148,52.74855556,6.6937,18600,Finance
PG,138.7,0.638514,0.88,Buy,6856411,343921907000,26.34929739,5.4158,99000,Consumer Non-Durables
NVDA,536.19,2.22099363,11.65,Strong Buy,8068998,331901610000,85.73296504,6.2173,13775,Electronic Technology
UNH,344.8,-1.34477825,-4.7,Strong Buy,3160458,327153480800,20.07778346,17.5849,325000,Health Services
DIS,178.44,0.42773525,0.76,Buy,7771802,323063835600,,-1.5805,203000,Consumer Services
HD,266.05,0.80706275,2.13,Sell,3822639,286429430000,22.80914025,11.6189,415700,Retail Trade
PYPL,234.91,1.28923767,2.99,Buy,5047831,275241697900,87.57646703,2.679,23200,Technology Services
BAC,30.26,0.76590077,0.23,Buy,48507015,261772905400,14.84355692,2.0342,208000,Finance
VZ,58.58,-0.45879354,-0.27,Sell,16220030,242409312200,13.3117691,4.423,135000,Communications
ADBE,485.69,0.07211439,0.35,Sell,2010099,232994721110,44.79413746,10.9534,,Technology Services
NFLX,520.8,-0.39398692,-2.06,Buy,3133872,230086836000,84.46986219,6.3762,8600,Consumer Services
CMCSA,49.98,-1.04929717,-0.53,Sell,17854645,228674712263,22.61169308,2.2601,190000,Consumer Services
KO,52.18,-1.09931766,-0.58,Sell,20323822,224239897400,27.36088783,1.9424,86200,Consumer Non-Durables
NKE,141.23,0.80656674,1.13,Buy,4163149,221704266300,79.73365204,1.8037,75400,Consumer Non-Durables
TM,153.4,0.07175941,0.11,Buy,231776,214296000000,16.33977871,9.4643,359542,Consumer Durables
T,29.26,-0.61141304,-0.18,Buy,62729974,208506760000,19.39010736,1.5269,246000,Communications
NVS,94.61,0.25431811,0.24,Buy,1581272,208057000000,30.34600296,3.1345,103914,Health Technology
INTC,50.61,1.89249044,0.94,Buy,24866563,207399780000,9.74131675,5.1491,110800,Electronic Technology
ASML,505.36,1.072,5.36,Buy,1029887,206824000000,55.92528382,8.9578,24900,Producer Manufacturing
PFE,37.19,1.03232817,0.38,Sell,29909381,206716896000,23.8375858,1.5641,88300,Health Technology
MRK,81.1,0.1729249,0.14,Buy,10454680,205185433000,17.88222821,4.543,71000,Health Technology
CRM,221.52,0.54922609,1.21,Sell,8657235,202690800000,57.55525367,3.9219,49000,Technology Services
PEP,144.7,0.29805226,0.43,Sell,4126000,199969612000,28.57510696,5.0743,267000,Consumer Non-Durables
ABT,110.46,1.23728348,1.35,Strong Buy,4323126,195774885600,57.84646379,1.9016,107000,Health Technology
TMO,477.72,1.25047688,5.9,Strong Buy,2046719,189337156200,38.63671725,12.3041,75000,Health Technology
ABBV,106.5,1.03405749,1.09,Buy,6823826,188022555000,22.2915389,4.7442,30000,Health Technology
CSCO,43.98,0.04549591,0.02,Buy,17763655,185837929800,17.85032688,2.4718,77500,Technology Services
ORCL,62.96,-1.23921569,-0.79,Buy,11005681,185356128800,19.33224163,3.3746,135000,Technology Services
XOM,43.5,4.81927711,2,Buy,44035135,183928005000,53.34875948,0.7779,74900,Energy Minerals
AVGO,428.1,0.67729646,2.88,Buy,1506912,173166878100,67.4952381,6.6084,21000,Electronic Technology
QCOM,152.43,2.64646465,3.93,Buy,8507227,172398330000,32.81767956,4.5887,41000,Electronic Technology
ACN,257.92,0.56928956,1.46,Buy,1809333,170519939200,31.57480024,8.2583,506000,Technology Services
CVX,87,2.70334081,2.29,Buy,13414796,167479350000,,-6.1718,48200,Energy Minerals
COST,375.74,-1.16006839,-4.41,Buy,2748442,166435911700,39.04300225,9.7697,273000,Retail Trade
TMUS,131.85,-0.43796723,-0.58,Buy,2544524,163650901500,43.29617158,3.0859,53000,Communications
DHR,228.77,2.48174529,5.54,Strong Buy,3711944,162512946290,51.57571277,4.3999,60000,Health Technology
LLY,166.32,0.49546828,0.82,Buy,2322787,159098718240,27.09206391,6.1274,33625,Health Technology
MCD,211.48,0.59937209,1.26,Sell,2576065,157576074280,32.08681849,6.6026,205000,Consumer Services
MDT,116.95,0.80158593,0.93,Strong Buy,3395482,157417039000,44.31627196,2.6371,90000,Health Technology
SAP,129.98,0.57257815,0.74,Buy,879803,152451000000,27.97039346,4.6206,100330,Technology Services
TXN,163.41,0.73357169,1.19,Buy,4734166,150000902220,30.65381708,5.3694,29768,Electronic Technology
NEE,74.77,0.74104015,0.55,Buy,7339802,146479663900,37.46025337,1.9916,13900,Utilities
HON,208.46,0.24525126,0.51,Neutral,2172258,146273463560,29.87143575,7.0353,113000,Producer Manufacturing
PDD,187.2,12.2436743,20.42,Buy,16165814,145747000000,,-0.9225,5828,Retail Trade
UPS,161.52,-1.39194139,-2.28,Sell,3966963,139617640713,31.08572296,5.2931,495000,Transportation
BMY,61.55,0.27696318,0.17,Sell,11584571,139087612500,,-0.1019,30000,Health Technology
UNP,205.5,1.22654056,2.49,Buy,2127506,138480079500,25.86905551,7.8705,37483,Transportation
LIN,262.87,1.56871836,4.06,Buy,1620032,137969159590,61.60382748,4.2338,79886,Process Industries
SHOP,1118.74,2.41120469,26.34,Buy,905450,136387853255,700.03204101,1.6262,5000,Retail Trade
AMGN,227.76,0.48530839,1.1,Buy,2494194,134620759560,18.42689016,12.4861,23400,Health Technology
AZN,50.7,0.35629454,0.18,Sell,13361935,132631000000,52.74036956,0.9585,70600,Health Technology
HDB,71.54,2.2,1.54,Buy,638978,128512000000,31.89501982,2.2028,116971,Finance
C,61.7,2.59394746,1.56,Buy,20213115,128456932000,11.79076971,5.1282,200000,Finance
PM,82.39,1.09202454,0.89,Buy,5282861,128307594800,16.53781376,4.9296,73500,Consumer Non-Durables
CHTR,636.59,-1.61352642,-10.44,Sell,842637,127238426250,50.70052814,12.9988,95100,Consumer Services
WFC,30.53,2.79461279,0.83,Buy,37360007,126225979700,79.96768982,0.3777,259800,Finance
NVO,70.77,-0.92398152,-0.66,Buy,875483,126043000000,26.92423671,2.6597,43258,Health Technology
SNE,103.11,3.03787349,3.04,Buy,1118747,123442000000,14.33852502,7.1191,111700,Consumer Durables
SNY,48.74,-0.02051282,-0.01,Sell,954288,122496000000,9.98770744,4.9052,100409,Health Technology
SBUX,103.44,0.32977692,0.34,Buy,5721905,121407528000,133.16972359,0.7846,349000,Consumer Services
BA,211.63,4.39522494,8.91,Sell,19338304,119471483900,,-7.8923,161100,Electronic Technology
RY,83.1,1.50238182,1.23,Buy,744571,118257117000,13.95693357,5.87910151,86000,Finance
LOW,160.92,0.33670034,0.54,Buy,3911928,117909785160,22.64742431,7.0922,320000,Retail Trade
BUD,70.75,1.40461516,0.98,Buy,1235163,114782000000,,-0.3342,171915,Consumer Non-Durables
JD,95.5,10.62203174,9.17,Buy,31011764,113959000000,33.33204633,2.7079,227730,Retail Trade
IBM,126.14,1.77505244,2.2,Buy,6114619,112397929980,14.03242607,8.8954,383800,Technology Services
AMD,92.77,0.5092091,0.47,Buy,34207989,111575406700,127.41579238,0.7507,11400,Electronic Technology
TOT,43.48,2.59556395,1.1,Buy,3579447,111405000000,,-2.1469,107776,Energy Minerals
CHL,29.35,9.27029039,2.49,Buy,11321704,109994000000,7.31421725,3.6928,456239,Communications
MS,69.49,1.69764379,1.16,Buy,11120399,109569052400,11.527431,6.0095,60431,Finance
BLK,714.58,0.52896655,3.76,Buy,431450,108981310380,23.56525516,30.4166,16200,Finance
RTX,69.42,1.44673389,0.99,Sell,6436782,105429542400,,-1.1412,243200,Electronic Technology
HSBC/PA,25.12,-0.03979308,-0.01,Sell,47505,105317952866.1641,,-0.10691454,235000,Finance
HSBC,25.93,0.73815074,0.19,Sell,2697291,104852000000,,-0.5476,235000,Finance
NOW,531.97,0.97564679,5.14,Sell,1544278,103787347000,149.09157799,3.7004,10371,Technology Services
SQ,229.75,3.88406583,8.59,Buy,9699380,103602736233,362.14180449,0.7215,3835,Technology Services
TD,57.03,1.36864557,0.77,Buy,3754178,103543668000,11.68100889,4.82063974,,Finance
ZM,360.83,0.23612423,0.85,Sell,4983521,103200066740,251.38268156,1.5054,2532,Technology Services
INTU,368.87,-0.76136669,-2.83,Buy,1117837,101087348020,49.90668511,7.5241,10600,Technology Services
UBER,54.01,5.61204537,2.87,Buy,21403169,99814260700,,-3.9848,26900,Technology Services
CAT,183.64,0.81800714,1.49,Strong Buy,2933740,99763899120,30.25898301,6.0699,102300,Producer Manufacturing
BHP,69.5,3.19227914,2.15,Buy,3479545,99193700000,21.47161029,3.1441,,Non-Energy Minerals
MMM,171.58,-0.16873218,-0.29,Sell,2295297,98971118760,20.14416315,8.6025,96163,Producer Manufacturing
LMT,348.79,1.20415506,4.15,Strong Sell,1479063,97585861360,14.85177955,23.318,110000,Electronic Technology
AMT,220.71,0.50546448,1.11,Sell,2481709,97549200000,51.86462294,4.2596,5454,Finance
RIO,79.26,2.41633286,1.87,Buy,2265364,96425500000,17.5046934,4.4607,46007,Non-Energy Minerals
AXP,118.67,0.53371738,0.63,Buy,2112678,95553321340,29.16224028,4.0552,64500,Finance
SCHW,52.77,0.01895375,0.01,Buy,7995727,94838771700,24.42931889,2.1713,19700,Finance
ISRG,805.05,0.63125,5.05,Buy,454674,94637652750,91.15666412,9.0405,7326,Health Technology
GE,10.77,2.55482446,0.2683,Buy,83700295,94343799900,25.04185602,0.4188,205000,Electronic Technology
GSK,37.68,-0.15898251,-0.06,Buy,3449299,93984500000,11.72049689,3.2545,99437,Health Technology
EL,258.83,1.50594141,3.84,Buy,1387845,93594333188,154.97143552,1.6928,48000,Consumer Non-Durables
DEO,160.46,0.41930033,0.67,Buy,450224,93346500000,53.5238159,3.0022,27788,Consumer Non-Durables
GS,270.93,2.23773585,5.93,Buy,4207081,93218343240,15.28214296,17.5319,38300,Finance
CVS,70.46,0.6715245,0.47,Buy,8012150,92225798600,11.55579771,6.0831,290000,Retail Trade
TGT,180.37,1.54253223,2.74,Buy,4843288,90324426010,23.53463353,7.6193,368000,Retail Trade
SYK,239.66,0.26776002,0.64,Buy,1363945,90062071060,51.75721617,4.6837,40000,Health Technology
BKNG,2188.07,1.10855421,23.99,Buy,348239,89612188043,65.17115831,33.6041,26400,Consumer Services
VALE,17.695,1.6954023,0.295,Buy,38460699,89260500000,34.99597747,0.4972,71149,Non-Energy Minerals
BTI,38.22,1.37931034,0.52,Buy,1735328,86180900000,10.81592839,3.496,59989,Consumer Non-Durables
MU,77.26,4.33490885,3.21,Buy,33418227,86007377200,31.19733738,2.4201,40000,Electronic Technology
DE,274.28,2.48094455,6.64,Buy,1829442,85948655080,30.7933038,8.7767,69600,Producer Manufacturing
FIS,136.68,-2.30862697,-3.23,Strong Sell,3532741,84811170120,,-0.17,55000,Technology Services
MDLZ,57.98,0.10359116,0.06,Buy,5422069,82920676800,26.63233401,2.1905,80000,Consumer Non-Durables
ABNB,148.3,6.5756378,9.15,Buy,5974246,82550600000,,-1.7704,,Technology Services
MELI,1650,0.6097561,10,Buy,530448,82285005000,,-0.083,9703,Technology Services
AMAT,89.6,3.14262691,2.73,Buy,6987214,81925222400,22.15845322,3.9537,24000,Producer Manufacturing
DCUE,98.81,-0.04046535,-0.04,Sell,31075,80643700000,,,19100,Utilities
SNOW,283.83,2.00905693,5.59,Sell,5202595,80352273000,,-1.5164,,Technology Services
TJX,66.72,-0.13471037,-0.09,Buy,4878659,80106033600,111.01694915,0.6226,286000,Retail Trade
SPGI,328.45,-1.44036009,-4.8,Buy,2012776,79024741550,33.37004957,10.0354,22500,Commercial Services
CNI,111.05,1.34148567,1.47,Buy,744946,78867710000,30.62036839,3.58764739,25975,Transportation
ANTM,315.1,-1.09234729,-3.48,Buy,996420,78366630400,16.4684232,19.6331,70600,Health Services
ZTS,164.73,0.69686411,1.14,Buy,1358576,78290897640,47.11286467,3.496,10600,Health Technology
MO,40.76,-0.19588639,-0.08,Sell,6375778,75749199200,106.13305613,0.3853,7300,Consumer Non-Durables
FISV,112.36,0.39313796,0.44,Sell,4036093,75330413680,85.19448885,1.3385,44000,Technology Services
GILD,60,-0.18299784,-0.11,Buy,13251119,75211800000,62.35477178,0.9848,11800,Health Technology
SNAP,50.31,1.45190563,0.72,Buy,8863435,74961039850,,-0.7468,3195,Technology Services
BX,62.81,-0.3015873,-0.19,Buy,2758614,73742763496,58.47410433,1.0827,2905,Finance
RDS.A,38.51,6.88315293,2.48,Buy,8518589,73570400000,,-4.2974,83000,Energy Minerals
CI,203.43,-1.11316352,-2.29,Sell,1768460,73492545810,14.42424327,14.3936,73700,Health Services
INFY,17.65,2.31884058,0.4,Buy,8109865,73477900000,30.13100437,0.5734,242371,Technology Services
BDX,251.03,0.13163143,0.33,Strong Buy,1180859,73012577560,91.84832387,2.7609,72000,Health Technology
CL,84.52,0.22530535,0.19,Sell,2559272,72447923880,26.92872653,3.1381,34300,Consumer Non-Durables
ADP,168.49,-0.27817235,-0.47,Sell,1491566,72250870860,29.32925983,5.7829,58000,Technology Services
PLD,96.19,0.15618492,0.15,Sell,3844383,71820400000,43.9904727,2.199,1712,Finance
LRCX,494.55,3.45801431,16.53,Buy,1609933,71219650950,27.12108661,17.9925,11300,Electronic Technology
UL,60.56,0.0495622,0.03,Buy,1386383,70465300000,24.38169661,2.4917,149867,Consumer Non-Durables
SE,202.93,3.50402938,6.87,Buy,3297520,70385200000,,-2.9313,29800,Technology Services
ATVI,90.69,0.87875417,0.79,Buy,4544124,70090401330,31.49523543,2.8749,9200,Consumer Durables
BP,22.38,7.44119059,1.55,Buy,25447460,69925900000,,-6.4397,70100,Energy Minerals
USB,46.27,0.32523851,0.15,Buy,5334713,69702978800,15.27759375,3.0213,69651,Finance
NIO,53.2,-0.54215741,-0.29,Strong Buy,147474785,69125800000,,-0.9402,,Consumer Durables
CSX,89.48,1.69337425,1.49,Sell,3454633,68432067000,24.46681311,3.6009,21000,Transportation
CB,149.85,0.08014426,0.12,Sell,946944,67637944350,29.77864402,5.0582,33000,Finance
ENB,33.34,4.28526744,1.37,Buy,6660787,67520834800,44.60406048,0.72333895,11300,Industrial Services
FDX,253.18,-0.0039496,-0.01,Sell,3271078,67110675780,27.50958854,9.3125,245000,Transportation
CCI,155.61,0.39354839,0.61,Sell,2380762,66851200000,109.73451327,1.4192,5100,Finance
NTES,101.57,4.99276411,4.83,Strong Buy,2934227,66849700000,33.16307291,2.9171,20797,Technology Services
ADSK,301.7,1.63724565,4.86,Strong Buy,1636915,66340511300,153.8429645,1.9525,10100,Technology Services
DUK,89.75,0.04458812,0.04,Sell,2547357,66052320250,32.81392882,2.7384,28793,Utilities
SHW,719.86,-0.49898406,-3.61,Sell,390653,65380924570,35.70223056,20.6268,61111,Process Industries
BNS,53.61,1.22734139,0.65,Buy,1598854,64921710000,13.3589769,4.0722241,92001,Finance
ITW,203.82,0.33968395,0.69,Buy,1012719,64513106400,30.81789632,6.6219,45000,Producer Manufacturing
CME,179.12,-0.10039041,-0.18,Sell,1683179,64302313519,29.88432948,6.0143,4360,Finance
TFC,47.5,0.6782535,0.32,Buy,6814489,64035700000,16.10788665,2.9558,59000,Finance
ICE,113.54,0.21182701,0.24,Buy,2286373,63728185360,31.19836986,3.6529,5989,Finance
RDS.B,36.89,7.61376896,2.61,Buy,6417032,63412500000,,-4.2974,83000,Energy Minerals
SO,59.75,0.65700809,0.39,Sell,3905408,63110340000,19.97509843,2.9919,27943,Utilities
PNC,148.36,-0.52966812,-0.79,Buy,2907575,62860280360,8.90442445,16.7706,51918,Finance
SOLN,50.58,0.45680238,0.23,Sell,17940,62698400000,16.94316385,2.9919,27943,Utilities
APD,282.39,5.29082774,14.19,Buy,1882548,62422027110,31.37355824,8.596,19275,Process Industries
ECL,216.56,1.04988101,2.25,Buy,721673,61815969200,,-3.727,50200,Process Industries
EQIX,691.54,-0.14727966,-1.02,Strong Sell,473578,61708300000,135.88133731,5.1319,8378,Finance
GPN,205.36,-0.89759676,-1.86,Buy,1228468,61471846320,123.57326018,1.6847,24000,Technology Services
NSC,235.71,0.97241261,2.27,Buy,1368498,59866804350,30.08363725,7.7988,,Transportation
GM,41.66,2.83880523,1.15,Buy,18045831,59628374600,18.16999327,2.244,164000,Consumer Durables
D,73,-1.20449317,-0.89,Sell,3466859,59554787000,,-0.1252,19100,Utilities
VRTX,228.58,-0.37048337,-0.85,Sell,1730541,59439486040,22.45219502,10.3685,3000,Health Technology
ABB,28.92,2.29925716,0.65,Buy,2719534,59136100000,10.70306289,2.6421,144400,Producer Manufacturing
BIDU,214,-1.29151292,-2.8,Buy,7475965,59111300000,22.05897316,9.9073,37779,Technology Services
BAM,39.02,-1.08998733,-0.43,Sell,3871626,58905962382,,-0.07419053,151900,Finance
VMW,139.79,0.80040381,1.11,Strong Sell,774914,58680743694,36.93700892,3.7874,31000,Technology Services
TEAM,234.42,1.23510105,2.86,Buy,1106325,58417914321,,-1.7859,4907,Technology Services
BBL,56.61,2.79644089,1.54,Buy,1049052,58155800000,17.55666784,3.1441,,Non-Energy Minerals
SPOT,313.72,0.87459807,2.72,Buy,610396,57727696571,,-3.9856,,Technology Services
MMC,112.72,-0.69597392,-0.79,Sell,1137895,57170569520,28.50792375,4.0226,76000,Finance
PGR,96.95,-0.18531865,-0.18,Buy,2623234,56773726100,11.23357698,8.6828,41571,Finance
MUFG,4.41,0.68493151,0.03,Buy,804765,56259600000,18.80635466,0.2338,138570,Finance
TAK,17.83,-0.88938299,-0.16,Sell,1572631,56249600000,107.85371703,0.1681,47495,Health Technology
HCA,165.01,0.83720362,1.37,Buy,1142263,55835258750,16.56107681,10.0476,280000,Health Services
EW,88.44,-0.53981107,-0.48,Buy,2720516,55120053120,71.29570237,1.2708,13900,Health Technology
DELL,73.46,1.3381156,0.97,Buy,2053537,55080624760,22.85092835,3.2772,165000,Electronic Technology
ADI,148.63,1.78742638,2.61,Buy,1513687,54916555550,44.49523113,3.3107,15900,Electronic Technology
ILMN,374.9,1.94148358,7.14,Buy,822132,54735400000,85.31131113,4.3485,7700,Health Technology
HUM,413.18,0.2401805,0.99,Strong Buy,958356,54680654380,13.20960909,31.3993,47200,Health Services
WBK,15.06,1.0738255,0.16,Buy,52897,54593600000,34.87827715,0.4316,36849,Finance
EQNR,17.24,2.19324244,0.37,Buy,12314309,54344500000,,-1.0228,21412,Energy Minerals
DD,73.78,4.92036405,3.46,Buy,13269959,54166398580,,-4.0786,35000,Process Industries
WDAY,225.36,-1.19256401,-2.72,Sell,2773796,54086400000,,-1.456,12200,Technology Services
MCO,284.38,-2.60958904,-7.62,Buy,832867,53406564000,30.36132051,9.7077,11000,Commercial Services
SAN,3.14,2.28013029,0.07,Buy,7782434,53208600000,,-0.3903,196419,Finance
SCCO,68.16,1.32302661,0.89,Buy,1049831,52692655680,40.44126488,1.6634,14301,Non-Energy Minerals
UBS,14.61,2.2393282,0.32,Buy,3584364,52419928885,9.0895441,1.6277551,68601,Finance
BSX,36.24,2.75021265,0.97,Buy,14812571,51892780800,13.51807137,2.6473,36000,Health Technology
REGN,483.45,0.12218863,0.59,Sell,797684,51587001197,17.64632791,29.1118,8100,Health Technology
TWLO,341.24,1.9875071,6.65,Buy,1375448,51524258927,,-2.8343,2905,Technology Services
NEM,63.43,0.44338876,0.28,Buy,5602301,50956997940,19.89979202,3.1825,31600,Non-Energy Minerals
PHG,55.37,-0.59245961,-0.33,Strong Buy,475540,50652500000,46.22790273,1.2172,80495,Health Technology
DG,206.73,-1.42100997,-2.98,Sell,1781098,50649056730,20.78003151,10.1673,143000,Retail Trade
IBN,14.8,2.49307479,0.36,Buy,6422549,49844000000,25.29339639,0.5793,99319,Finance
NOC,296.59,0.62084408,1.83,Sell,939857,49446298440,20.1636294,14.672,90000,Electronic Technology
BMO,76.15,1.46568954,1.1,Buy,393212,49184447350,13.26035162,5.66640417,43360,Finance
BEKE,61.74,7.35524257,4.23,Sell,4258973,48784500000,,-0.182,,Technology Services
WM,115.21,0.33092397,0.38,Sell,1336135,48688437260,32.48189636,3.5536,44900,Industrial Services
PUK,37.86,1.04083267,0.39,Buy,163327,48663000000,,-0.5153,18125,Finance
MNST,91.42,0.90507726,0.82,Buy,2530234,48262172140,40.73741007,2.2444,3529,Consumer Non-Durables
RELX,25.01,0.4014452,0.1,Buy,757144,47969100000,30.18296377,0.8305,33200,Commercial Services
HMC,27.6,-0.57636888,-0.16,Sell,697860,47931700000,20.81739783,1.3335,218674,Consumer Durables
ETN,120.01,1.06105263,1.26,Buy,1217420,47835986000,35.04810814,3.4042,101000,Producer Manufacturing
LULU,366.5,2.8338945,10.1,Buy,2122925,47769243500,83.73273189,4.2755,19000,Retail Trade
CP,352.93,2.34898356,8.1,Strong Buy,355757,47468732070,27.29957815,12.68021711,12694,Transportation
EMR,79.36,1.73054737,1.35,Buy,2687583,47460375040,24.04154339,3.2631,83500,Producer Manufacturing
ABEV,3.06,2.34113712,0.07,Buy,79550660,47042900000,25.08389262,0.1202,50000,Consumer Non-Durables
CRWD,211.24,5.36186343,10.75,Buy,5072240,46739755817,,-0.4757,2309,Technology Services
AON,204.3,-0.12221951,-0.25,Sell,1546650,46706248800,26.3877601,7.7966,50000,Finance
NXPI,165.67,2.24018761,3.63,Strong Buy,1980562,46346182500,,-0.5143,29400,Electronic Technology
DOCU,228.5,2.73818623,6.09,Sell,4460919,46079579000,,-1.1864,3909,Technology Services
DASH,144.43,3.76463826,5.24,Neutral,1031819,45879121074,,,,Technology Services
COF,100.14,2.35077678,2.3,Buy,2171542,45803735580,49.12139773,2.0117,51900,Finance
VOD,17.12,1.12226816,0.19,Buy,3058079,45430000000,16.89958075,1.0031,93000,Communications
KMB,133.54,0.10494753,0.14,Strong Sell,2246228,45421894980,19.39799331,6.915,40000,Consumer Non-Durables
LVS,59.44,2.57118205,1.49,Strong Buy,2879428,45401936320,,-0.9941,50000,Consumer Services
COP,41.84,5.73666919,2.27,Buy,12393560,44686375200,,-1.1224,10400,Energy Minerals
KDP,31.635,0.14245014,0.045,Buy,2999919,44518353750,34.45680628,0.926,25500,Consumer Non-Durables
ROP,419.18,-0.08818973,-0.37,Neutral,514923,43960244960,28.24567782,15.0082,16460,Electronic Technology
EPD,19.98,3.57698289,0.69,Buy,8956430,43613942400,9.38457796,2.0585,7300,Industrial Services
PTON,148.53,1.76075637,2.57,Buy,4883013,43449866929,1920.52631579,0.1574,3694,Consumer Services
MRNA,109.18,-2.28228766,-2.55,Sell,15450804,43203617800,,-1.622,830,Health Technology
GOLD,24.28,-1.38099106,-0.34,Buy,30884831,43172996400,14.47773057,1.70061763,,Non-Energy Minerals
ALGN,543.65,3.26520533,17.19,Buy,344819,42867019960,23.94371322,22.1125,14530,Health Technology
PLTR,24.6,5.26315789,1.23,Sell,29050437,42854255389,,,2391,Technology Services
TWTR,53.88,-1.1920044,-0.65,Buy,8317207,42853458000,,-1.575,4900,Technology Services
CTSH,79.65,0.2895996,0.23,Buy,1856793,42584155650,29.40283588,2.7023,292500,Technology Services
ROKU,335.18,5.43567159,17.28,Buy,4506492,42544754367,,-0.8358,1650,Consumer Durables
IDXX,497.26,1.11637554,5.49,Strong Buy,355999,42416228274,85.70557172,5.8266,9200,Health Technology
PINS,68.42,0.51417658,0.35,Sell,6482316,42288361031,,-0.6363,2217,Technology Services
NGG,59.35,-0.61955794,-0.37,Buy,254686,42047700000,22.49340866,2.6603,23069,Utilities
STZ.B,219.33,-0.8588347,-1.9,Buy,232,41995649827,49.64543782,5.1776,9000,Consumer Non-Durables
MET,46.65,1.23697917,0.57,Buy,6121922,41982620850,7.56414255,6.1311,49000,Finance
VEEV,276.86,0.94800554,2.6,Buy,793334,41934780136,128.10500257,2.2878,3501,Technology Services
GD,146.01,0.04796492,0.07,Sell,1184444,41900781720,13.23934974,11.0722,102900,Electronic Technology
SMFG,6.18,1.31147541,0.08,Buy,739385,41798100000,8.30157866,0.735,86443,Finance
ROST,117.17,0.08541898,0.1,Buy,1994167,41713223020,139.03800475,0.8546,92500,Retail Trade
PBR,11.52,2.94906166,0.33,Buy,27312895,41639300000,,-1.4842,57983,Energy Minerals
STZ,216.89,0.06920735,0.15,Buy,1530363,41528457078,43.77347821,5.7529,9000,Consumer Non-Durables
BAX,81.22,1.37294059,1.1,Buy,2714100,41488637960,45.49687677,1.7894,50000,Health Technology
DOW,55.8,3.25684678,1.76,Strong Buy,3112791,41389761600,,-3.1657,36500,Process Industries
KLAC,265.79,2.09733799,5.46,Buy,1074856,41226952690,31.67108689,8.282,10600,Electronic Technology
FCX,28.37,4.53205601,1.23,Buy,26109102,41217921900,,-0.0759,27500,Non-Energy Minerals
KHC,33.57,-1.92813322,-0.66,Sell,9053227,41043353400,,-0.4034,37000,Consumer Non-Durables
EA,141.32,1.29739804,1.81,Buy,2117989,40993681640,31.07265357,4.5338,9800,Consumer Durables
MAR,126.09,1.05794662,1.32,Neutral,1428925,40895021880,237.02507599,0.5348,174000,Consumer Services
TRI,82.07,1.44622991,1.17,Strong Buy,494529,40798474260,21.63060471,3.75377129,24400,Commercial Services
TEL,122.61,1.9201995,2.31,Buy,1191381,40552399230,,-0.7149,82000,Electronic Technology
AEP,81.43,-0.13490312,-0.11,Sell,2212296,40421037700,21.12873134,3.8714,17408,Utilities
U,148.72,3.22043309,4.64,Sell,1903760,40269955440,,,2715,Technology Services
EXC,41.11,-0.14573719,-0.06,Sell,3968325,40105764920,16.90273843,2.4377,32713,Utilities
BCE,44.08,2.51162791,1.08,Buy,1787148,39862778240,22.76906763,1.8888265,52100,Communications
TRP,42.31,3.59941234,1.47,Sell,3349063,39774107840,11.5405183,3.54078233,7305,Industrial Services
RACE,226.08,-0.40967358,-0.93,Buy,276746,39693406157,70.04634754,3.25222892,4285,Consumer Durables
SNPS,258.89,1.64507263,4.19,Strong Buy,791763,39618713370,59.70324184,4.3896,15036,Technology Services
CHWY,95.29,7.18785152,6.39,Buy,4597044,39321099850,,-0.4325,12000,Retail Trade
CEO,91.83,4.58997722,4.03,Sell,1484375,39200500000,6.69426718,13.116,18703,Energy Minerals
APH,130.74,1.72735761,2.22,Buy,1355932,39111524700,33.85490754,3.9152,74000,Electronic Technology
PSA,217.37,-1.28519528,-2.83,Sell,1094768,38495800000,33.92128168,6.4971,5900,Finance
